feature_code,year,measurement,value,walking_time_to_nearest_green_or_blue_space,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,neighbourhood_rating,community_belonging,la_name
S12000028,2018,Percent,36,All,NA,All,All,All,All,All,White,NA,Very strongly,South Ayrshire
S12000019,2018,Percent,32,All,NA,All,All,All,All,All,White,NA,Very strongly,Midlothian
S12000030,2018,Percent,29,All,NA,All,All,All,All,All,White,NA,Very strongly,Stirling
S12000048,2018,Percent,36,All,NA,All,All,All,All,All,White,NA,Very strongly,Perth and Kinross
S12000039,2019,Percent,45,All,NA,All,Urban,All,All,All,All,NA,Very strongly,West Dunbartonshire
S12000008,2015,Percent,30,All,NA,All,All,All,All,All,White,NA,Very strongly,East Ayrshire
S92000003,2018,Percent,25,All,NA,All,All,All,All,All,Other,NA,Very strongly,Scotland
S12000041,2015,Percent,3,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,Angus
S12000010,2015,Percent,40,All,NA,All,All,All,All,All,White,NA,Very strongly,East Lothian
S12000014,2019,Percent,2,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,Falkirk
S12000013,2019,Percent,1,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,Na h-Eileanan Siar
S12000035,2015,Percent,38,All,NA,All,All,All,All,All,White,NA,Very strongly,Argyll and Bute
S12000011,2015,Percent,48,All,NA,All,All,All,All,All,White,NA,Very strongly,East Renfrewshire
S92000003,2019,Percent,35,All,NA,All,All,All,All,All,White,NA,Very strongly,Scotland
S92000003,2019,Percent,19,All,NA,All,All,All,All,All,Other,NA,Very strongly,Scotland
S12000041,2019,Percent,30,All,NA,All,All,All,All,All,All,NA,Very strongly,Angus
S12000040,2019,Percent,32,All,NA,All,All,All,All,All,All,NA,Very strongly,West Lothian
S12000017,2019,Percent,11,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,Highland
S12000039,2018,Percent,34,All,NA,All,All,All,All,All,White,NA,Very strongly,West Dunbartonshire
S12000049,2018,Percent,29,All,NA,All,All,All,All,All,All,NA,Very strongly,Glasgow City
S12000013,2015,Percent,5,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,Na h-Eileanan Siar
S12000010,2019,Percent,5,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,East Lothian
S12000019,2019,Percent,4,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Midlothian
S12000005,2019,Percent,7,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Clackmannanshire
S12000011,2019,Percent,2,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,East Renfrewshire
S12000045,2019,Percent,4,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,East Dunbartonshire
S12000010,2015,Percent,3,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,East Lothian
S92000003,2016,Percent,7,All,NA,All,All,All,All,All,Other,NA,Not at all strongly,Scotland
S12000010,2019,Percent,4,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,East Lothian
S12000028,2015,Percent,2,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,South Ayrshire
S12000033,2015,Percent,31,All,NA,All,All,All,All,All,White,NA,Very strongly,Aberdeen City
S12000008,2015,Percent,6,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,East Ayrshire
S12000045,2019,Percent,5,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,East Dunbartonshire
S12000047,2019,Percent,3,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,Fife
S12000035,2019,Percent,43,All,NA,All,Urban,All,All,All,All,NA,Very strongly,Argyll and Bute
S12000048,2019,Percent,41,All,NA,All,Rural,All,All,All,All,NA,Very strongly,Perth and Kinross
S12000035,2019,Percent,53,All,NA,All,Rural,All,All,All,All,NA,Very strongly,Argyll and Bute
S12000034,2019,Percent,37,All,NA,All,Urban,All,All,All,All,NA,Very strongly,Aberdeenshire
S12000048,2019,Percent,25,All,NA,All,Urban,All,All,All,All,NA,Very strongly,Perth and Kinross
S12000040,2015,Percent,22,All,NA,All,All,All,All,All,White,NA,Very strongly,West Lothian
S12000048,2015,Percent,25,All,NA,All,All,All,All,All,White,NA,Very strongly,Perth and Kinross
S12000036,2019,Percent,29,All,NA,All,Urban,All,All,All,All,NA,Very strongly,City of Edinburgh
S12000010,2019,Percent,34,All,NA,All,All,All,All,All,All,NA,Very strongly,East Lothian
S12000018,2016,Percent,39,All,NA,All,All,All,All,All,White,NA,Very strongly,Inverclyde
S12000030,2019,Percent,39,All,NA,All,Urban,All,All,All,All,NA,Very strongly,Stirling
S12000030,2019,Percent,34,All,NA,All,Rural,All,All,All,All,NA,Very strongly,Stirling
S12000006,2019,Percent,48,All,NA,All,All,All,All,All,All,NA,Very strongly,Dumfries and Galloway
S12000034,2019,Percent,50,All,NA,All,Rural,All,All,All,All,NA,Very strongly,Aberdeenshire
S12000038,2018,Percent,42,All,NA,All,All,All,All,All,White,NA,Very strongly,Renfrewshire
S12000033,2019,Percent,20,All,NA,All,Urban,All,All,All,All,NA,Very strongly,Aberdeen City
S12000038,2019,Percent,36,All,NA,All,Urban,All,All,All,All,NA,Very strongly,Renfrewshire
S12000049,2019,Percent,28,All,NA,All,Urban,All,All,All,All,NA,Very strongly,Glasgow City
S12000047,2019,Percent,33,All,NA,All,Rural,All,All,All,All,NA,Very strongly,Fife
S12000029,2019,Percent,34,All,NA,All,Urban,All,All,All,All,NA,Very strongly,South Lanarkshire
S12000020,2018,Percent,35,All,NA,All,All,All,All,All,White,NA,Very strongly,Moray
S12000047,2019,Percent,31,All,NA,All,Urban,All,All,All,All,NA,Very strongly,Fife
S12000033,2018,Percent,29,All,NA,All,All,All,All,All,White,NA,Very strongly,Aberdeen City
S12000050,2019,Percent,42,All,NA,All,Urban,All,All,All,All,NA,Very strongly,North Lanarkshire
S12000035,2018,Percent,49,All,NA,All,All,All,All,All,White,NA,Very strongly,Argyll and Bute
S12000005,2019,Percent,33,All,NA,All,All,All,All,All,All,NA,Very strongly,Clackmannanshire
S12000008,2019,Percent,36,All,NA,All,All,All,All,All,All,NA,Very strongly,East Ayrshire
S12000035,2014,Percent,14,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Argyll and Bute
S12000033,2014,Percent,7,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Aberdeen City
S12000008,2015,Percent,4,All,NA,All,All,All,All,All,White,NA,Not at all strongly,East Ayrshire
S12000008,2014,Percent,3,All,NA,All,All,All,All,All,All,NA,Not at all strongly,East Ayrshire
S12000006,2014,Percent,5,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Dumfries and Galloway
S12000020,2014,Percent,4,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Moray
S92000003,2015,Percent,6,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Scotland
S12000014,2014,Percent,6,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Falkirk
S12000021,2014,Percent,4,All,NA,All,All,All,All,All,White,NA,Not at all strongly,North Ayrshire
S12000019,2014,Percent,3,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Midlothian
S12000023,2014,Percent,2,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Orkney Islands
S12000026,2014,Percent,4,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Scottish Borders
S12000027,2014,Percent,2,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Shetland Islands
S12000013,2014,Percent,2,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Na h-Eileanan Siar
S12000045,2014,Percent,8,All,NA,All,All,All,All,All,All,NA,Not at all strongly,East Dunbartonshire
S12000006,2015,Percent,5,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Dumfries and Galloway
S12000021,2015,Percent,1,All,NA,All,All,All,All,All,White,NA,Not at all strongly,North Ayrshire
S12000005,2014,Percent,4,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Clackmannanshire
S12000040,2015,Percent,7,All,NA,All,All,All,All,All,White,NA,Not at all strongly,West Lothian
S12000023,2015,Percent,2,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Orkney Islands
S12000040,2014,Percent,4,All,NA,All,All,All,All,All,All,NA,Not at all strongly,West Lothian
S12000028,2015,Percent,4,All,NA,All,All,All,All,All,White,NA,Not at all strongly,South Ayrshire
S12000005,2015,Percent,4,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Clackmannanshire
S12000042,2015,Percent,11,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Dundee City
S12000045,2015,Percent,4,All,NA,All,All,All,All,All,White,NA,Not at all strongly,East Dunbartonshire
S12000036,2015,Percent,7,All,NA,All,All,All,All,All,White,NA,Not at all strongly,City of Edinburgh
S12000021,2014,Percent,4,All,NA,All,All,All,All,All,All,NA,Not at all strongly,North Ayrshire
S12000039,2015,Percent,11,All,NA,All,All,All,All,All,White,NA,Not at all strongly,West Dunbartonshire
S12000027,2015,Percent,2,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Shetland Islands
S12000029,2015,Percent,3,All,NA,All,All,All,All,All,White,NA,Not at all strongly,South Lanarkshire
S12000014,2017,Percent,13,All,NA,All,All,All,All,All,White,NA,Not very strongly,Falkirk
S12000023,2014,Percent,2,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Orkney Islands
S12000047,2015,Percent,5,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Fife
S12000030,2015,Percent,18,All,NA,All,Urban,All,All,All,All,NA,Not very strongly,Stirling
S12000011,2017,Percent,14,All,NA,All,All,All,All,All,White,NA,Not very strongly,East Renfrewshire
S12000040,2013,Percent,6,All,NA,All,All,All,All,All,White,NA,Not at all strongly,West Lothian
S12000041,2013,Percent,4,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Angus
S12000041,2019,Percent,9,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Angus
S12000039,2013,Percent,11,All,NA,All,All,All,All,All,White,NA,Not at all strongly,West Dunbartonshire
S12000045,2014,Percent,8,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,East Dunbartonshire
S12000008,2019,Percent,1,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,East Ayrshire
S12000021,2015,Percent,0,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,North Ayrshire
S12000039,2015,Percent,41,All,NA,All,All,All,All,All,White,NA,Very strongly,West Dunbartonshire
S12000033,2014,Percent,30,All,NA,All,All,All,All,All,All,NA,Very strongly,Aberdeen City
S12000036,2014,Percent,20,All,NA,All,All,All,All,All,All,NA,Very strongly,City of Edinburgh
S12000028,2014,Percent,39,All,NA,All,All,All,All,All,All,NA,Very strongly,South Ayrshire
S12000047,2019,Percent,2,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Fife
S12000034,2014,Percent,38,All,NA,All,All,All,All,All,All,NA,Very strongly,Aberdeenshire
S12000039,2014,Percent,33,All,NA,All,All,All,All,All,All,NA,Very strongly,West Dunbartonshire
S12000048,2019,Percent,4,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Perth and Kinross
S12000027,2019,Percent,4,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Shetland Islands
S12000050,2019,Percent,7,All,NA,All,All,All,All,All,White,NA,Not at all strongly,North Lanarkshire
S12000049,2019,Percent,10,All,NA,All,All,All,All,All,Other,NA,Not at all strongly,Glasgow City
S12000039,2019,Percent,11,All,NA,All,All,All,All,All,White,NA,Not at all strongly,West Dunbartonshire
S12000006,2014,Percent,55,All,NA,Female,All,All,All,All,All,NA,Very strongly,Dumfries and Galloway
S12000048,2014,Percent,40,All,NA,All,All,All,All,All,All,NA,Very strongly,Perth and Kinross
S12000041,2014,Percent,35,All,NA,All,All,All,All,All,All,NA,Very strongly,Angus
S92000003,2015,Percent,44,All,NA,All,Rural,All,All,All,All,NA,Very strongly,Scotland
S12000029,2015,Percent,2,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,South Lanarkshire
S12000014,2015,Percent,4,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,Falkirk
S12000048,2019,Percent,4,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,Perth and Kinross
S12000050,2019,Percent,4,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,North Lanarkshire
S12000026,2019,Percent,5,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Scottish Borders
S12000006,2014,Percent,4,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Dumfries and Galloway
S12000005,2014,Percent,28,All,NA,All,All,All,All,All,All,NA,Very strongly,Clackmannanshire
S12000029,2018,Percent,42,All,NA,All,All,All,All,All,White,NA,Very strongly,South Lanarkshire
S12000027,2014,Percent,40,All,NA,All,All,All,All,All,All,NA,Very strongly,Shetland Islands
S12000006,2014,Percent,51,All,NA,All,All,All,All,All,All,NA,Very strongly,Dumfries and Galloway
S12000008,2014,Percent,42,All,NA,All,All,All,All,All,All,NA,Very strongly,East Ayrshire
S12000029,2014,Percent,45,All,NA,All,All,All,All,All,All,NA,Very strongly,South Lanarkshire
S12000042,2015,Percent,25,All,NA,All,All,All,All,All,White,NA,Very strongly,Dundee City
S12000045,2015,Percent,35,All,NA,All,All,All,All,All,White,NA,Very strongly,East Dunbartonshire
S92000003,2014,Percent,36,All,NA,All,All,All,All,All,All,NA,Very strongly,Scotland
S12000038,2014,Percent,38,All,NA,All,All,All,All,All,All,NA,Very strongly,Renfrewshire
S92000003,2015,Percent,34,All,NA,All,All,All,All,All,White,NA,Very strongly,Scotland
S12000036,2015,Percent,27,All,NA,All,All,All,All,All,White,NA,Very strongly,City of Edinburgh
S12000038,2015,Percent,34,All,NA,All,All,All,All,All,White,NA,Very strongly,Renfrewshire
S12000047,2015,Percent,34,All,NA,All,All,All,All,All,White,NA,Very strongly,Fife
S12000021,2014,Percent,34,All,NA,All,All,All,All,All,All,NA,Very strongly,North Ayrshire
S12000026,2014,Percent,37,All,NA,All,All,All,All,All,All,NA,Very strongly,Scottish Borders
S92000003,2015,Percent,19,All,NA,All,All,All,All,All,Other,NA,Very strongly,Scotland
S12000019,2014,Percent,41,All,NA,All,All,All,All,All,All,NA,Very strongly,Midlothian
S12000023,2014,Percent,57,All,NA,All,All,All,All,All,All,NA,Very strongly,Orkney Islands
S12000010,2014,Percent,32,All,NA,All,All,All,All,All,All,NA,Very strongly,East Lothian
S12000036,2017,Percent,15,All,NA,Female,All,All,All,All,All,NA,Not very strongly,City of Edinburgh
S12000026,2014,Percent,17,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Scottish Borders
S12000033,2014,Percent,18,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Aberdeen City
S12000026,2016,Percent,4,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Scottish Borders
S12000026,2019,Percent,5,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Scottish Borders
S12000048,2014,Percent,3,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Perth and Kinross
S12000026,2016,Percent,9,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Scottish Borders
S12000034,2014,Percent,18,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Aberdeenshire
S12000038,2017,Percent,20,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Renfrewshire
S12000040,2017,Percent,16,All,NA,Female,All,All,All,All,All,NA,Not very strongly,West Lothian
S12000027,2016,Percent,11,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Shetland Islands
S12000026,2016,Percent,13,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Scottish Borders
S12000030,2014,Percent,15,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Stirling
S12000028,2016,Percent,18,All,NA,Female,All,All,All,All,All,NA,Not very strongly,South Ayrshire
S12000042,2016,Percent,21,All,NA,All,All,All,All,All,White,NA,Not very strongly,Dundee City
S12000027,2016,Percent,8,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Shetland Islands
S12000018,2015,Percent,13,All,NA,All,Urban,All,All,All,All,NA,Not very strongly,Inverclyde
S12000036,2016,Percent,19,All,NA,All,All,All,All,All,White,NA,Not very strongly,City of Edinburgh
S12000039,2017,Percent,13,All,NA,Male,All,All,All,All,All,NA,Not very strongly,West Dunbartonshire
S12000023,2014,Percent,9,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Orkney Islands
S12000006,2019,Percent,5,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Dumfries and Galloway
S12000021,2014,Percent,16,All,NA,Male,All,All,All,All,All,NA,Not very strongly,North Ayrshire
S12000041,2017,Percent,20,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Angus
S12000042,2017,Percent,20,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Dundee City
S12000011,2014,Percent,9,All,NA,Female,All,All,All,All,All,NA,Not very strongly,East Renfrewshire
S12000008,2017,Percent,14,All,NA,All,Rural,All,All,All,All,NA,Not very strongly,East Ayrshire
S12000020,2014,Percent,14,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Moray
S12000027,2014,Percent,11,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Shetland Islands
S12000045,2017,Percent,13,All,NA,Female,All,All,All,All,All,NA,Not very strongly,East Dunbartonshire
S12000011,2017,Percent,15,All,NA,All,Urban,All,All,All,All,NA,Not very strongly,East Renfrewshire
S12000027,2015,Percent,15,All,NA,All,Urban,All,All,All,All,NA,Not very strongly,Shetland Islands
S12000020,2014,Percent,19,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Moray
S12000045,2017,Percent,6,All,NA,Male,All,All,All,All,All,NA,Not very strongly,East Dunbartonshire
S12000029,2017,Percent,14,All,NA,Male,All,All,All,All,All,NA,Not very strongly,South Lanarkshire
S12000018,2016,Percent,9,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Inverclyde
S12000033,2014,Percent,17,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Aberdeen City
S12000030,2014,Percent,7,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Stirling
S12000038,2017,Percent,12,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Renfrewshire
S12000029,2017,Percent,12,All,NA,Female,All,All,All,All,All,NA,Not very strongly,South Lanarkshire
S12000047,2017,Percent,11,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Fife
S12000042,2014,Percent,24,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Dundee City
S12000041,2014,Percent,10,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Angus
S12000026,2014,Percent,13,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Scottish Borders
S12000038,2015,Percent,13,All,NA,All,Urban,All,All,All,All,NA,Not very strongly,Renfrewshire
S12000023,2014,Percent,6,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Orkney Islands
S12000048,2017,Percent,13,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Perth and Kinross
S12000036,2014,Percent,10,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,City of Edinburgh
S12000038,2014,Percent,5,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,Renfrewshire
S12000039,2014,Percent,13,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,West Dunbartonshire
S12000010,2013,Percent,8,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,East Lothian
S12000010,2013,Percent,7,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,East Lothian
S12000041,2019,Percent,5,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Angus
S92000003,2015,Percent,3,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Scotland
S12000014,2013,Percent,4,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Falkirk
S12000042,2013,Percent,9,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Dundee City
S12000048,2013,Percent,5,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Perth and Kinross
S12000045,2014,Percent,7,All,NA,Female,All,All,All,All,All,NA,Not at all strongly,East Dunbartonshire
S12000014,2019,Percent,4,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Falkirk
S12000019,2019,Percent,3,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,Midlothian
S12000027,2019,Percent,2,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,Shetland Islands
S12000048,2019,Percent,7,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Perth and Kinross
S12000049,2019,Percent,8,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Glasgow City
S12000047,2013,Percent,3,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Fife
S12000013,2015,Percent,4,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Na h-Eileanan Siar
S12000042,2015,Percent,12,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Dundee City
S12000042,2019,Percent,4,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Dundee City
S12000047,2019,Percent,3,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Fife
S12000017,2013,Percent,7,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Highland
S12000048,2015,Percent,10,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Perth and Kinross
S12000047,2017,Percent,21,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Fife
S12000027,2014,Percent,10,All,NA,Female,All,All,All,All,All,NA,Not very strongly,Shetland Islands
S12000028,2014,Percent,9,All,NA,Female,All,All,All,All,All,NA,Not very strongly,South Ayrshire
S12000021,2014,Percent,15,All,NA,Female,All,All,All,All,All,NA,Not very strongly,North Ayrshire
S12000029,2014,Percent,14,All,NA,Female,All,All,All,All,All,NA,Not very strongly,South Lanarkshire
S12000033,2017,Percent,18,All,NA,All,All,All,All,All,White,NA,Not very strongly,Aberdeen City
S12000019,2015,Percent,17,All,NA,All,Urban,All,All,All,All,NA,Not very strongly,Midlothian
S12000013,2016,Percent,5,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Na h-Eileanan Siar
S12000028,2014,Percent,15,All,NA,Male,All,All,All,All,All,NA,Not very strongly,South Ayrshire
S12000030,2017,Percent,18,All,NA,All,All,All,All,All,White,NA,Not very strongly,Stirling
S12000029,2017,Percent,12,All,NA,All,All,All,All,All,White,NA,Not very strongly,South Lanarkshire
S12000017,2015,Percent,14,All,NA,All,Urban,All,All,All,All,NA,Not very strongly,Highland
S12000021,2015,Percent,17,All,NA,All,Urban,All,All,All,All,NA,Not very strongly,North Ayrshire
S12000011,2016,Percent,11,All,NA,Female,All,All,All,All,All,NA,Not very strongly,East Renfrewshire
S12000041,2016,Percent,16,All,NA,All,All,All,All,All,White,NA,Not very strongly,Angus
S12000041,2017,Percent,12,All,NA,Male,All,All,All,All,All,NA,Not very strongly,Angus
S12000013,2015,Percent,6,All,NA,All,Rural,All,All,All,All,NA,Not very strongly,Na h-Eileanan Siar
S12000011,2013,Percent,1,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,East Renfrewshire
S12000036,2014,Percent,8,All,NA,All,All,All,All,All,All,NA,Not at all strongly,City of Edinburgh
S12000035,2015,Percent,20,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Argyll and Bute
S92000003,2013,Percent,6,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Scotland
S12000010,2015,Percent,1,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,East Lothian
S12000013,2015,Percent,6,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Na h-Eileanan Siar
S12000027,2019,Percent,3,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Shetland Islands
S12000014,2015,Percent,5,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Falkirk
S12000041,2019,Percent,11,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Angus
S12000017,2015,Percent,8,All,NA,All,Rural,All,All,All,All,NA,Not very strongly,Highland
S12000014,2015,Percent,19,All,NA,All,Urban,All,All,All,All,NA,Not very strongly,Falkirk
S12000050,2019,Percent,7,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,North Lanarkshire
S12000041,2015,Percent,2,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Angus
S92000003,2019,Percent,5,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Scotland
S12000011,2019,Percent,1,All,NA,All,All,All,All,All,All,NA,Not at all strongly,East Renfrewshire
S12000027,2019,Percent,3,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Shetland Islands
S12000008,2014,Percent,3,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,East Ayrshire
S12000045,2013,Percent,8,All,NA,All,All,All,All,All,All,NA,Not at all strongly,East Dunbartonshire
S92000003,2019,Percent,11,All,NA,All,All,All,All,All,Other,NA,Not at all strongly,Scotland
S12000042,2019,Percent,4,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Dundee City
S12000014,2016,Percent,9,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Falkirk
S12000030,2019,Percent,4,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Stirling
S12000019,2016,Percent,2,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Midlothian
S12000013,2016,Percent,2,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Na h-Eileanan Siar
S12000034,2019,Percent,4,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Aberdeenshire
S12000023,2014,Percent,3,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,Orkney Islands
S12000040,2014,Percent,3,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,West Lothian
S12000026,2019,Percent,5,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Scottish Borders
S12000006,2015,Percent,8,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Dumfries and Galloway
S12000048,2013,Percent,4,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Perth and Kinross
S92000003,2013,Percent,6,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Scotland
S12000010,2016,Percent,2,All,NA,All,All,All,All,All,White,NA,Not at all strongly,East Lothian
S12000005,2013,Percent,9,All,NA,Male,All,All,All,All,All,NA,Not at all strongly,Clackmannanshire
S12000014,2013,Percent,4,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Falkirk
S12000011,2013,Percent,1,All,NA,All,All,All,All,All,All,NA,Not at all strongly,East Renfrewshire
S12000005,2019,Percent,6,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Clackmannanshire
S92000003,2014,Percent,4,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Scotland
S12000036,2019,Percent,6,All,NA,All,All,All,All,All,All,NA,Not at all strongly,City of Edinburgh
S12000035,2019,Percent,7,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Argyll and Bute
S12000048,2019,Percent,4,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Perth and Kinross
S12000038,2014,Percent,5,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,Renfrewshire
S12000023,2016,Percent,2,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Orkney Islands
S12000034,2019,Percent,6,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Aberdeenshire
S12000018,2019,Percent,1,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Inverclyde
S12000039,2014,Percent,13,All,NA,All,Urban,All,All,All,All,NA,Not at all strongly,West Dunbartonshire
S12000018,2016,Percent,3,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Inverclyde
S12000020,2019,Percent,2,All,NA,All,All,All,All,All,White,NA,Not at all strongly,Moray
S12000047,2014,Percent,6,All,NA,All,Rural,All,All,All,All,NA,Not at all strongly,Fife
S12000020,2019,Percent,3,All,NA,All,All,All,All,All,All,NA,Not at all strongly,Moray
